开始时间,结束时间,粒度,云环境,主机ID,主机名称,主机CPU使用率(%),主机磁盘读IOPS(IO/s),主机磁盘写IOPS(IO/s),主机平均内存使用率(%),物理机入向平均网络利用率(包括主备网卡)(%),物理机出向平均网络利用率(包括主备网卡)(%),主机Hypervisor进程CPU利用率(%),主机Hypervisor内存使用率(%),主机平均磁盘使用率(%),主机磁盘平均读时延(ms),主机磁盘平均写时延(ms)
2023-01-17 23:55:00,2023-01-18 00:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,27.54,0.0233,2.6038,90.5935,0.0451,0.8377,3.26,9.73,6.8168,0.14,0.05
2023-01-17 23:50:00,2023-01-17 23:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,22.47,0.0233,2.4662,90.5943,0.0797,0.2311,2.61,9.75,6.8168,0.0,0.03
2023-01-17 23:45:00,2023-01-17 23:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.86,0.02,2.5039,90.5934,0.1061,0.1447,2.95,9.72,6.8168,0.0,0.03
2023-01-17 23:40:00,2023-01-17 23:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,23.69,0.0233,2.5762,90.5936,0.0577,0.1568,2.84,9.75,6.8168,0.14,0.04
2023-01-17 23:35:00,2023-01-17 23:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.08,0.0233,6.5074,90.5936,0.0638,0.1294,3.09,9.74,6.8168,0.0,0.05
2023-01-17 23:30:00,2023-01-17 23:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.38,0.02,2.6735,90.5935,0.0216,0.1333,3.11,9.76,6.8168,0.0,0.03
2023-01-17 23:25:00,2023-01-17 23:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.97,0.0233,2.4533,90.5919,0.0395,0.1231,3.38,9.62,6.8118,0.14,0.05
2023-01-17 23:20:00,2023-01-17 23:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.61,0.0233,2.7165,90.5957,0.0487,0.1322,3.49,9.74,6.8118,0.14,0.04
2023-01-17 23:15:00,2023-01-17 23:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.83,0.02,2.5772,90.59,0.0581,0.1245,3.54,9.63,6.8118,0.17,0.06
2023-01-17 23:10:00,2023-01-17 23:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.67,0.0233,2.6862,90.5919,0.0461,0.2222,3.53,9.66,6.8118,0.0,0.03
2023-01-17 23:05:00,2023-01-17 23:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.6,0.0233,6.5676,90.5908,0.0458,0.2484,3.66,9.62,6.8118,0.29,0.06
2023-01-17 23:00:00,2023-01-17 23:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,26.56,0.02,3.3199,90.5936,0.0619,0.2328,3.73,10.01,6.8118,0.17,0.1
2023-01-17 22:55:00,2023-01-17 23:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.14,0.0233,2.7166,90.5918,0.0503,0.2367,3.47,9.66,6.8118,0.29,0.04
2023-01-17 22:50:00,2023-01-17 22:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.79,0.0233,2.5997,90.5918,0.0221,0.2491,3.5,9.66,6.8067,0.0,0.04
2023-01-17 22:45:00,2023-01-17 22:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.08,0.02,2.6267,90.5933,0.0431,0.2144,3.1,9.69,6.8067,0.17,0.05
2023-01-17 22:40:00,2023-01-17 22:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.28,0.0233,2.5666,90.5917,0.0663,0.1775,3.45,9.71,6.8067,0.0,0.05
2023-01-17 22:35:00,2023-01-17 22:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.25,0.0233,6.725,90.5914,0.0446,0.1729,3.44,9.69,6.8067,0.14,0.06
2023-01-17 22:30:00,2023-01-17 22:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.79,0.02,2.5327,90.5945,0.0281,0.1738,3.18,9.72,6.8067,0.17,0.04
2023-01-17 22:25:00,2023-01-17 22:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.5,0.0233,2.3834,90.5947,0.0632,0.2073,3.19,9.73,6.8067,0.14,0.05
2023-01-17 22:20:00,2023-01-17 22:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.16,0.0233,2.48,90.5916,0.0392,0.1802,3.19,9.64,6.8017,0.0,0.04
2023-01-17 22:15:00,2023-01-17 22:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.55,0.02,2.5302,90.5927,0.0414,0.1608,3.47,9.64,6.8017,0.0,0.04
2023-01-17 22:10:00,2023-01-17 22:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.87,0.0233,2.5463,90.594,0.0213,0.1168,3.74,9.71,6.8017,0.0,0.04
2023-01-17 22:05:00,2023-01-17 22:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.52,0.0233,4.2201,90.594,0.0227,0.1122,3.44,9.74,6.8017,0.0,0.06
2023-01-17 22:00:00,2023-01-17 22:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.94,0.02,7.1102,90.5968,0.0129,0.1255,3.33,9.73,6.8017,0.17,6.09
2023-01-17 21:55:00,2023-01-17 22:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.89,0.0233,2.6699,90.5917,0.0156,0.1107,3.26,9.64,6.8269,0.14,0.04
2023-01-17 21:50:00,2023-01-17 21:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,23.6,0.0233,2.5936,90.5922,0.0265,0.1233,3.04,9.71,6.8269,0.0,0.04
2023-01-17 21:45:00,2023-01-17 21:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,23.94,0.02,2.6532,90.5937,0.0279,0.1192,3.01,9.7,6.8269,0.17,0.04
2023-01-17 21:40:00,2023-01-17 21:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.25,0.0233,2.5066,90.5955,0.0258,0.1979,2.91,9.75,6.8218,0.0,0.03
2023-01-17 21:35:00,2023-01-17 21:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.15,0.0233,2.6366,90.5928,0.0321,0.2405,3.25,9.7,6.8218,0.0,0.04
2023-01-17 21:30:00,2023-01-17 21:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.73,0.02,6.4405,90.5921,0.0478,0.2511,3.42,9.61,6.8218,0.0,0.06
2023-01-17 21:25:00,2023-01-17 21:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.63,0.0233,2.5035,90.5933,0.0219,0.2265,3.17,9.73,6.8218,0.0,0.03
2023-01-17 21:20:00,2023-01-17 21:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.85,0.0233,2.6829,90.5933,0.0403,0.236,3.29,9.7,6.8218,0.0,0.04
2023-01-17 21:15:00,2023-01-17 21:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.23,0.02,2.4673,90.5936,0.0208,0.1533,2.99,9.72,6.8218,0.0,0.04
2023-01-17 21:10:00,2023-01-17 21:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.76,0.0233,2.6531,90.5929,0.0321,0.1414,3.24,9.81,6.8218,0.0,0.05
2023-01-17 21:05:00,2023-01-17 21:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,26.08,0.0233,2.8864,90.5944,0.0601,0.1314,3.29,9.89,6.8168,0.14,0.04
2023-01-17 21:00:00,2023-01-17 21:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,28.12,0.02,7.374,90.5939,0.0582,0.1594,3.8,9.77,6.8168,0.0,0.08
2023-01-17 20:55:00,2023-01-17 21:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,26.13,0.0233,2.563,90.5919,0.1058,0.1396,3.29,9.79,6.8168,0.14,0.03
2023-01-17 20:50:00,2023-01-17 20:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.39,0.0233,2.7468,90.5937,0.1786,0.4979,3.2,10.18,6.8168,0.0,0.03
2023-01-17 20:45:00,2023-01-17 20:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,27.05,0.02,4.7534,90.592,0.2321,0.2961,3.2,9.78,6.8168,0.0,0.13
2023-01-17 20:40:00,2023-01-17 20:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,26.29,0.0233,8.4905,90.5954,0.0608,0.1313,3.31,9.82,6.8168,0.0,0.18
2023-01-17 20:35:00,2023-01-17 20:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.88,0.0233,7.7669,90.5941,0.0957,0.1399,3.26,9.76,6.8118,0.0,0.22
2023-01-17 20:30:00,2023-01-17 20:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.21,0.02,7.9393,90.5936,0.0837,0.1188,3.34,9.75,6.8118,0.0,0.1
2023-01-17 20:25:00,2023-01-17 20:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,22.32,0.0233,2.6904,90.5909,0.037,0.0457,2.72,9.76,6.8118,0.14,0.05
2023-01-17 20:20:00,2023-01-17 20:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,22.7,0.0233,2.7129,90.5921,0.415,0.0557,2.85,9.86,6.8118,0.0,0.05
2023-01-17 20:15:00,2023-01-17 20:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.09,0.02,2.5535,90.5922,0.2459,0.0849,2.95,9.83,6.8118,0.0,0.03
2023-01-17 20:10:00,2023-01-17 20:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,26.57,0.0233,2.57,90.5945,0.1287,0.2111,3.29,9.84,6.8118,0.0,0.05
2023-01-17 20:05:00,2023-01-17 20:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.73,0.0233,2.5698,90.5932,0.1546,0.1773,3.07,9.77,6.8067,0.0,0.04
2023-01-17 20:00:00,2023-01-17 20:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,27.83,0.02,7.3197,90.5937,0.161,0.2011,3.7,9.86,6.8067,0.0,0.09
2023-01-17 19:55:00,2023-01-17 20:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.45,0.0233,2.5903,90.5916,0.1711,0.1818,3.05,9.8,6.8067,0.14,0.04
2023-01-17 19:50:00,2023-01-17 19:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.27,0.0233,2.9434,90.5951,0.1487,0.2209,3.06,9.77,6.8067,0.14,0.04
2023-01-17 19:45:00,2023-01-17 19:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.05,0.02,3.4566,90.5911,0.0577,0.2805,2.92,9.83,6.8067,0.0,0.17
2023-01-17 19:40:00,2023-01-17 19:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,26.69,0.0233,3.5065,90.5929,0.0465,0.2049,3.35,9.78,6.8067,0.14,0.11
2023-01-17 19:35:00,2023-01-17 19:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.93,0.0233,2.6834,90.5944,0.0548,0.1903,2.86,9.85,6.8017,0.14,0.04
2023-01-17 19:30:00,2023-01-17 19:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.27,0.02,6.4201,90.594,0.0599,0.1747,2.83,9.86,6.8017,0.5,0.05
2023-01-17 19:25:00,2023-01-17 19:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.11,0.0233,2.5972,90.5947,0.0253,0.1392,2.77,9.85,6.8017,0.0,0.04
2023-01-17 19:20:00,2023-01-17 19:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.99,0.0233,2.5064,90.5952,0.0253,0.1004,2.99,9.82,6.8017,0.0,0.03
2023-01-17 19:15:00,2023-01-17 19:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,27.77,0.02,2.6299,90.5916,0.059,0.7809,3.55,9.74,6.8017,0.0,0.03
2023-01-17 19:10:00,2023-01-17 19:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,22.31,0.0233,2.7297,90.5916,0.0441,0.1338,2.58,9.74,6.8017,0.0,0.03
2023-01-17 19:05:00,2023-01-17 19:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.73,0.0233,2.557,90.5915,0.0761,0.1426,3.1,9.74,6.8017,0.0,0.03
2023-01-17 19:00:00,2023-01-17 19:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.4,0.02,7.6763,90.5919,0.1223,0.1355,3.27,9.75,6.7967,0.17,0.11
2023-01-17 18:55:00,2023-01-17 19:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.4,0.0233,2.6204,90.5924,0.3401,0.1454,3.26,9.74,6.7967,0.0,0.04
2023-01-17 18:50:00,2023-01-17 18:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.18,0.0233,2.5066,90.5947,0.3321,0.1999,3.36,9.86,6.7967,0.0,0.04
2023-01-17 18:45:00,2023-01-17 18:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.98,0.02,2.5696,90.594,0.5202,0.1836,3.44,9.77,6.7967,0.0,0.03
2023-01-17 18:40:00,2023-01-17 18:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.52,0.0233,2.54,90.5942,0.5083,0.2095,3.13,9.84,6.7967,0.0,0.04
2023-01-17 18:35:00,2023-01-17 18:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,26.15,0.0233,2.8804,90.5923,0.1332,0.2212,3.49,9.81,6.7967,0.0,0.04
2023-01-17 18:30:00,2023-01-17 18:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.64,0.02,6.6625,90.5927,0.0515,0.2371,3.04,9.8,6.7916,0.0,0.05
2023-01-17 18:25:00,2023-01-17 18:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.18,0.0233,2.64,90.5938,0.0416,0.265,3.16,9.84,6.7916,0.0,0.03
2023-01-17 18:20:00,2023-01-17 18:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.31,0.0233,2.5036,90.5945,0.052,0.2557,3.39,9.81,6.7916,0.14,0.05
2023-01-17 18:15:00,2023-01-17 18:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.56,0.02,2.4699,90.5924,0.0159,0.246,3.23,9.8,6.7916,0.0,0.04
2023-01-17 18:10:00,2023-01-17 18:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.37,0.0233,2.76,90.5907,0.0273,0.261,3.34,9.72,6.7916,0.0,0.09
2023-01-17 18:05:00,2023-01-17 18:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.93,0.0233,2.6233,90.5923,0.025,0.2508,2.98,9.8,6.7916,0.14,0.03
2023-01-17 18:00:00,2023-01-17 18:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.4,0.02,11.243,90.5942,0.0565,0.2517,3.29,9.79,6.7916,0.0,0.13
2023-01-17 17:55:00,2023-01-17 18:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.96,0.0233,2.5132,90.5957,0.0316,0.2159,3.0,9.68,6.8118,0.0,0.04
2023-01-17 17:50:00,2023-01-17 17:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,26.42,0.0233,2.4936,90.5901,0.0462,0.1292,3.32,9.67,6.8118,0.14,0.04
2023-01-17 17:45:00,2023-01-17 17:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.43,0.02,2.5665,90.5931,0.0418,0.1086,3.01,9.76,6.8118,0.0,0.04
2023-01-17 17:40:00,2023-01-17 17:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.62,0.0233,2.5533,90.5919,0.0477,0.1302,3.0,9.81,6.8118,0.43,0.05
2023-01-17 17:35:00,2023-01-17 17:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,24.37,0.0233,2.4902,90.5908,0.0183,0.1086,2.96,9.76,6.8118,0.0,0.04
2023-01-17 17:30:00,2023-01-17 17:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,23.75,0.02,6.6066,90.5922,0.0212,0.1503,2.84,9.76,6.8067,0.0,0.06
2023-01-17 17:25:00,2023-01-17 17:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.62,0.0233,2.5633,90.5921,0.157,0.1865,3.14,9.76,6.8067,0.0,0.04
2023-01-17 17:20:00,2023-01-17 17:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,26.45,0.0233,2.5067,90.5919,0.1116,0.1775,3.17,9.77,6.8067,0.0,0.05
2023-01-17 17:15:00,2023-01-17 17:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,27.02,0.02,2.7067,90.5897,0.0349,0.1059,3.14,9.68,6.8067,0.33,0.05
2023-01-17 17:10:00,2023-01-17 17:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,27.29,0.0233,2.773,90.5902,0.0502,0.1222,3.38,9.67,6.8067,0.14,0.04
2023-01-17 17:05:00,2023-01-17 17:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,26.74,0.0233,2.5839,90.5896,0.2106,0.1217,3.04,9.66,6.8067,0.0,0.04
2023-01-17 17:00:00,2023-01-17 17:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,29.37,0.02,8.665,90.5925,0.8777,0.1261,4.01,9.78,6.8067,0.0,0.26
2023-01-17 16:55:00,2023-01-17 17:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,27.1,0.0233,2.7368,90.5912,0.5683,0.1246,2.97,9.69,6.8017,0.0,0.06
2023-01-17 16:50:00,2023-01-17 16:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,28.02,0.0233,2.6065,90.5909,0.2779,0.1441,3.29,9.69,6.8017,0.14,0.03
2023-01-17 16:45:00,2023-01-17 16:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,27.16,0.02,2.6169,90.5926,0.262,0.1394,3.34,9.74,6.8017,0.17,0.04
2023-01-17 16:40:00,2023-01-17 16:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,27.36,0.0233,2.5871,90.5904,0.7637,0.1634,3.16,9.68,6.8017,0.14,0.04
2023-01-17 16:35:00,2023-01-17 16:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,27.69,0.0233,2.7164,90.5926,1.124,0.1211,2.92,9.68,6.8017,0.0,0.03
2023-01-17 16:30:00,2023-01-17 16:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,28.16,0.02,6.6931,90.5928,0.1956,0.1175,3.23,9.78,6.8017,0.17,0.07
2023-01-17 16:25:00,2023-01-17 16:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,28.58,0.0233,2.4633,90.5904,0.1513,0.1155,3.16,9.68,6.8017,0.0,0.03
2023-01-17 16:20:00,2023-01-17 16:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,28.35,0.0233,2.5831,90.5945,1.2141,0.143,3.31,9.79,6.7967,0.0,0.03
2023-01-17 16:15:00,2023-01-17 16:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,32.61,0.02,2.6902,90.5912,0.4713,0.7184,3.71,9.99,6.7967,0.33,0.04
2023-01-17 16:10:00,2023-01-17 16:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,27.37,0.0233,2.7134,90.5941,1.2555,0.0953,3.27,9.86,6.7967,0.0,0.04
2023-01-17 16:05:00,2023-01-17 16:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,29.76,0.0233,2.5268,90.591,1.857,0.1043,3.96,9.67,6.7967,0.0,0.05
2023-01-17 16:00:00,2023-01-17 16:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,29.27,0.02,7.3267,90.5937,0.987,0.1004,3.66,9.77,6.7967,0.0,0.1
2023-01-17 15:55:00,2023-01-17 16:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,30.37,0.0233,2.6931,90.592,1.8989,0.1403,3.89,9.74,6.7967,0.14,0.04
2023-01-17 15:50:00,2023-01-17 15:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,29.55,0.0233,2.7766,90.5911,0.5488,0.0963,3.16,9.7,6.7967,0.14,0.41
2023-01-17 15:45:00,2023-01-17 15:50:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,29.26,0.02,2.5933,90.5931,1.3097,0.1063,3.56,9.75,6.7967,0.17,0.03
2023-01-17 15:40:00,2023-01-17 15:45:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,26.91,0.0233,2.5905,90.5909,2.8249,0.116,3.26,9.67,6.7967,0.0,0.05
2023-01-17 15:35:00,2023-01-17 15:40:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,26.71,0.0233,2.7665,90.5911,2.5247,0.0807,3.31,9.73,6.7967,0.0,0.03
2023-01-17 15:30:00,2023-01-17 15:35:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,27.57,0.02,6.4971,90.5911,1.5071,0.0323,3.64,9.68,6.7967,0.0,0.07
2023-01-17 15:25:00,2023-01-17 15:30:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,27.14,0.0233,2.5729,90.5948,0.8972,0.0467,3.59,10.25,6.7916,0.0,0.03
2023-01-17 15:20:00,2023-01-17 15:25:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,26.77,0.0233,2.5965,90.59,0.494,0.0165,3.42,9.64,6.7916,0.0,0.05
2023-01-17 15:15:00,2023-01-17 15:20:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,23.99,0.02,2.5499,90.591,1.2938,0.0197,2.96,9.65,6.7916,0.17,0.05
2023-01-17 15:10:00,2023-01-17 15:15:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.58,0.0233,2.5668,90.5918,0.3304,0.0176,3.05,9.67,6.7916,0.0,0.05
2023-01-17 15:05:00,2023-01-17 15:10:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.68,0.0233,2.8834,90.5903,0.1335,0.0223,2.91,9.65,6.7916,0.0,0.04
2023-01-17 15:00:00,2023-01-17 15:05:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,25.56,0.02,7.2669,90.5909,0.3526,0.0378,3.25,9.71,6.7916,0.0,0.08
2023-01-17 14:55:00,2023-01-17 15:00:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,26.42,0.0233,2.5966,90.59,0.7236,0.0371,3.21,9.65,6.7866,0.0,0.04
2023-01-17 14:50:00,2023-01-17 14:55:00,5 分钟,XAR03,12501ca8-4ddb-3da6-b0fa-e698f31c7b00,computer-b0503-01,27.44,0.0233,2.6099,90.5927,0.9786,0.0446,3.31,9.65,6.7866,0.0,0.04
